"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"The English tourist in/on America : Leslie Stephens vs. Virginia Woolf","A novel is an impression not an argument : Virginia Woolf and James Sully ; Autobiographical ruptures : Rhoda's traumatic displacement ; Between the acts : Ottoline Morrell and Mrs. Manresa, D.H. Lawrence and Giles Oliver ; Common ground ; Discovering the readerly mind : Woolf's modernist reinvention of the national poet ; Exploring the confluence of primitive ritual and modern longing in Between the acts ; Extinguishing the lady with the lamp : Florence Nightingale and the work of empire in the interludes of The waves ; Godiva still rides : Virginia Woolf, divestiture, and Three guineas ; Hotel narrative and the birth of Virginia Woolf's modernism ; Hyde Park Gate news ; Lily the ethnographer : discovering self in To the lighthouse ; Loves, languages, and lives : an exhibit from the library of Leonard and Virginia Woolf ; Nooks and corners which I enjoy exploring : investigating the relationship between Vita Sackville-West's travel narratives and Woolf's writing ; On French and British freedoms : early Bloomsbury and the brothels of modernism ; Reflections on a solitary potato : the new collective essay and the exploring modern I ; Sartorial adventures : Woolf and the (other-) worldliness of dress ; Short change : economies explored in Woolf's short fiction ; Strange necessities ; Terra incognita of the soul : Woolf's challenge to the imperialist's concept of space ; The decline and fall of Rachel Vinrace : Reading Gibbon in Virginia Woolf's The voyage out ; The fertile potential of Virginia Woolf's environmental ethic ; The making of Virginia Woolf's America ; The photography of Antarctica : Virginia Woolf's letters of discovery ; The twentieth part : word and image in Woolf's reading room ; They came to Baghdad : Woolf and Sackville-West's Levant ; Trespassing ; Unseasonable youth, or Woolf's alternative modernity ; Virginia Woolf and the naturalist novelist ; Virginia Woolf and the technologies of exploration : Jacob's room as counter-monument ; Woolf and the art of exploration : selected papers from the Fifteenth International Conference on Virginia Woolf, Lewis & Clark College, Portland, Oregon, 9-12 June 2005 ; Woolf's exploration of the outer and the inner : a spatial analysis of The years ; Woolf's sense of adventure","013754419","Monograph","Language material ; Text","Volume","","","9780977126385","Conference on Virginia Woolf, 15th, Lewis & Clark College","2005","meeting/conference","","Southworth, Helen [person] ; Sparks, Elisa Kay [person] ; Conference on Virginia Woolf, 15th, Lewis & Clark College, 2005 [meeting/conference]","","","United States of America","Clemson, South Carolina","Clemson University Digital Press","2006","","xiv, 253 pages, illustrations, portraits, 23 cm","","YD.2007.a.5969","Woolf, Virginia, 1882-1941--Criticism and interpretation--Congresses","Congress","English","",""
"The Essays","Allusion and Metaphor ; Biography and Autobiography ; Biopower ; Character, Form, and Fiction ; Consumer Culture ; Creative Non-fiction and Poetry ; Disability, Pain, and Illness ; Early novels and stories (1915-1923) ; Family and Place ; Feminist Theory ; Friends and Lovers ; Handbook of Virginia Woolf ; Impressionism and Post-Impressionism ; Introduction ; Late works (1933-1941) ; Literary London ; Magic Realism and Experimental Fiction ; Mature works, I (1924-1927) ; Mature works, II (1928-1932) ; Modern Woolfian Fiction ; Narrative Ethics ; Narrative Futures of the Feminist Novel ; Oceans and Empire ; Private writings ; Queer Theory ; Stream of Consciousness ; The Academy and Publishing ; The Hogarth Press ; The Lyrical Mode of Translating ; The Natural world and the Anthopocene ; The Oxford handbook of Virginia Woolf ; Time ; Traditions and Transformations ; Virginia Woolf ; Virginia Woolf, Filmmaker ; War and Peace ; Woolf and Education ; Woolf and Suffrage ; Woolf as Reviewer-Critic ; Woolf's Feminism ; Woolfian Afterlives ; Work","020291232","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBC1D2898","","9780191925320 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks online","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
"The Great War and the language of modernism","","012590081","Monograph","Language material ; Text","Volume","GBA347389","","9780195101768","Sherry, Vincent B.","","person","author","Sherry, Vincent B., author [person]","","","England","Oxford","Oxford University Press","2003","","xiii, 395 pages, illustrations, portraits, 25 cm","811.5209358","YC.2003.a.17328","American poetry--20th century--History and criticism ; Modernism (Literature)--United States ; World War, 1914-1918--Great Britain--Literature and the war ; Woolf, Virginia, 1882-1941--Views on war ; Eliot, T. S. (Thomas Stearns), 1888-1965--Views on war ; Pound, Ezra, 1885-1972--Views on war ; Modernism (Literature)--Great Britain ; Americans--Great Britain--History--20th century","","English","",""
"The Great War and the language of modernism","","012946079","Monograph","Language material ; Text","Volume","GBA448699","","9780195101768 ; 9780195178180","Sherry, Vincent B.","","person","author","Sherry, Vincent B., author [person]","","","Scotland ; United States of America","New York ; Oxford","Oxford University Press","2004","","xiii, 395 pages, illustrations, portraits, 24 cm","811.5209358","YC.2006.a.1551 ; m08/.20313","American poetry--20th century--History and criticism ; Pound, Ezra, 1885-1972 ; World War, 1914-1918--Literature and the war ; Eliot, T. S. (Thomas Stearns), 1888-1965 ; Woolf, Virginia, 1882-1941--Views on war ; Eliot, T. S. (Thomas Stearns), 1888-1965--Views on war ; Pound, Ezra, 1885-1972--Views on war ; Modernism (Literature)--Great Britain ; Americans--Great Britain--History--20th century","","English","Originally published: 2003",""
"The Great writers : their lives, works and inspiration. Vol.3. Part 38. Virginia Woolf : to the lighthouse","To the lighthouse","005630631","Monograph","Language material ; Text","Sheet","GB9105562","","9780863077012","","","","","Woolf, Virginia, 1882-1941 [person]","","","England","London","Marshall Cavendish","1988","","1 portfolio, illustrations (some colour), portraits (some colour), facsimiles, 30 cm","823.912","","English fiction","","English","Title from pamphlet",""
"The Hogarth Press","Allusion and Metaphor ; Biography and Autobiography ; Biopower ; Character, Form, and Fiction ; Consumer Culture ; Creative Non-fiction and Poetry ; Disability, Pain, and Illness ; Early novels and stories (1915-1923) ; Family and Place ; Feminist Theory ; Friends and Lovers ; Handbook of Virginia Woolf ; Impressionism and Post-Impressionism ; Introduction ; Late works (1933-1941) ; Literary London ; Magic Realism and Experimental Fiction ; Mature works, I (1924-1927) ; Mature works, II (1928-1932) ; Modern Woolfian Fiction ; Narrative Ethics ; Narrative Futures of the Feminist Novel ; Oceans and Empire ; Private writings ; Queer Theory ; Stream of Consciousness ; The Academy and Publishing ; The Essays ; The Lyrical Mode of Translating ; The Natural world and the Anthopocene ; The Oxford handbook of Virginia Woolf ; Time ; Traditions and Transformations ; Virginia Woolf ; Virginia Woolf, Filmmaker ; War and Peace ; Woolf and Education ; Woolf and Suffrage ; Woolf as Reviewer-Critic ; Woolf's Feminism ; Woolfian Afterlives ; Work","020291232","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBC1D2898","","9780191925320 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks online","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
"The Hogarth letters","","011980536","Monograph","Language material ; Text","Volume","GB8537059","","9780701129958","","","","","Lehmann, John, 1907-1987 [person] ; Lee, Hermione [person] ; Woolf, Virginia, 1882-1941 [person] ; Woolf, Leonard, 1880-1969 [person]","","","England","London","Chatto & Windus","1985","","xxviii, 349 pages, illustrations, 21 cm","826.91208","85/32224 ; YH.1986.a.129","Great Britain--Intellectual life--20th century ; Imaginary letters ; General essays in English--Texts ; English prose literature--20th century","","English","A series of letters commissioned by Leonard and Virginia Woolf and John Lehmann",""
"The Letters of Virginia Woolf","Correspondence","009364649","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Nicolson, Nigel, editor [person] ; Woolf, Virginia, 1882-1941, author [person] ; Banks, Joanne Trautmann, 1941-2007 [person]","","","England","London","Hogarth Press","1975-1980","","6 volumes, illustrations, facsimiles, genealogical tables, portraits, 24 cm","","X.0955/115 ; X.0981/200 ; YC.1995.b.4813","Novelists, English--20th century--Correspondence ; Woolf, Virginia, 1882-1941--Correspondence","Correspondence","English","",""
"The London scene : five essays","","011981636","Monograph","Language material ; Text","Volume","GB8200225","","9780701205423","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth","1982","","44 pages, 23 cm","942.10830924","82/11134 ; X.950/10950","Woolf, Virginia, 1882-1941 ; London (England)--History--1800-1950 ; London--1930-1935","","English","Originally published: New York : Hallman, 1975",""
"The London scene : five essays","Essays. Selections","003974243","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","United States of America","New York","Frank Hallman ; Stinehour Press","1975","","44 pages, 25 cm","","Cup.510.pac.13","","","English","Originally published in: Good Housekeeping in 1931 and 1932",""
"The London scene : six essays on London life","Essays. Selections","016490323","Monograph","Language material ; Text","Volume","GBB380528","","9781907970429","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Daunt","2013","","xv, 75 pages, illustrations, 19 cm","942.1083","YK.2014.a.18052","London (England)--Social life and customs ; London (England)--Description and travel ; London (England)--History ; London (England)--Civilization","","English","First published: London : Hogarth Press, 1982",""
"The Lyrical Mode of Translating","Allusion and Metaphor ; Biography and Autobiography ; Biopower ; Character, Form, and Fiction ; Consumer Culture ; Creative Non-fiction and Poetry ; Disability, Pain, and Illness ; Early novels and stories (1915-1923) ; Family and Place ; Feminist Theory ; Friends and Lovers ; Handbook of Virginia Woolf ; Impressionism and Post-Impressionism ; Introduction ; Late works (1933-1941) ; Literary London ; Magic Realism and Experimental Fiction ; Mature works, I (1924-1927) ; Mature works, II (1928-1932) ; Modern Woolfian Fiction ; Narrative Ethics ; Narrative Futures of the Feminist Novel ; Oceans and Empire ; Private writings ; Queer Theory ; Stream of Consciousness ; The Academy and Publishing ; The Essays ; The Hogarth Press ; The Natural world and the Anthopocene ; The Oxford handbook of Virginia Woolf ; Time ; Traditions and Transformations ; Virginia Woolf ; Virginia Woolf, Filmmaker ; War and Peace ; Woolf and Education ; Woolf and Suffrage ; Woolf as Reviewer-Critic ; Woolf's Feminism ; Woolfian Afterlives ; Work","020291232","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBC1D2898","","9780191925320 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks online","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
"The Map of London Exhausted : Between the Acts","A Brief Moment in Bloomsbury : Jacob's Room -- ; A Room of One's Own Behind the Strand : Night and Day -- ; All Over the Map of London : The Years -- ; Dreaming of London : The Voyage Out -- ; Introduction -- ; Trials and Tribulations : To the Lighthouse, Orlando, A Room of One's Own, The Waves and Flush -- ; Walking Virginia Woolf's London : an investigation in literary geography ; Walking in Upper-Class Westminster : Mrs. Dalloway --","019084053","Monograph","Language material ; Text","Online resource","GBB917075","","9783319556710 ; 9783319556727","Larsson, Lisbeth","1949-","person","author","Jones, David, translator [person] ; Larsson, Lisbeth, 1949-, author [person]","Geocriticism and spatial literary studies","","Switzerland","Cham","Palgrave Macmillan","2017","","1 online resource, maps","823.912","ELD.DS.337630","England--London ; Literature ; Cultural geography ; Raum ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; London (England)--In literature ; Space and time in literature","Criticsm and interpretation","English","",""
"The Memorial to Virginia Woolf in Tavistock Square Gardens unveiled on Saturday 26 June 2004 at 3.30 PM by Anne Olivier Bell followed by afternoon tea in The Albany Suite, The Tavistock Hotel, Tavistock Square, London WC1","","013172394","Monograph","Language material ; Text","Volume","GBA532310","","","","","","","Virginia Woolf Society of Great Britain [organisation]","","","England","London","Virginia Woolf Society of Great Britain","2004","","8 pages, illustrations, 25 cm","394.4","RF.2005.a.275","Memorials--Great Britain ; Woolf, Virginia, 1882-1941--Statues","","English","",""
"The National Trust summerhouses : inspired garden retreats","","014201109","Monograph","Language material ; Text","Volume","","","","Scotts of Thrapston","","organisation","","Scotts of Thrapston [organisation] ; National Trust (Great Britain) [organisation]","","","England","Thrapstone","Scotts of Thrapston","2005","","8 pages, colour illustrations, 25 cm","","YD.2007.a.9105","Woolf, Virginia, 1882-1941--Homes and haunts ; Garden structures--Catalogs ; Shaw, Bernard, 1856-1950--Homes and haunts ; Scotts of Thrapston--Catalogs","Catalogue","English","",""
"The Natural world and the Anthopocene","Allusion and Metaphor ; Biography and Autobiography ; Biopower ; Character, Form, and Fiction ; Consumer Culture ; Creative Non-fiction and Poetry ; Disability, Pain, and Illness ; Early novels and stories (1915-1923) ; Family and Place ; Feminist Theory ; Friends and Lovers ; Handbook of Virginia Woolf ; Impressionism and Post-Impressionism ; Introduction ; Late works (1933-1941) ; Literary London ; Magic Realism and Experimental Fiction ; Mature works, I (1924-1927) ; Mature works, II (1928-1932) ; Modern Woolfian Fiction ; Narrative Ethics ; Narrative Futures of the Feminist Novel ; Oceans and Empire ; Private writings ; Queer Theory ; Stream of Consciousness ; The Academy and Publishing ; The Essays ; The Hogarth Press ; The Lyrical Mode of Translating ; The Oxford handbook of Virginia Woolf ; Time ; Traditions and Transformations ; Virginia Woolf ; Virginia Woolf, Filmmaker ; War and Peace ; Woolf and Education ; Woolf and Suffrage ; Woolf as Reviewer-Critic ; Woolf's Feminism ; Woolfian Afterlives ; Work","020291232","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBC1D2898","","9780191925320 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks online","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
"The Oxford handbook of Virginia Woolf","Allusion and Metaphor ; Biography and Autobiography ; Biopower ; Character, Form, and Fiction ; Consumer Culture ; Creative Non-fiction and Poetry ; Disability, Pain, and Illness ; Early novels and stories (1915-1923) ; Family and Place ; Feminist Theory ; Friends and Lovers ; Handbook of Virginia Woolf ; Impressionism and Post-Impressionism ; Introduction ; Late works (1933-1941) ; Literary London ; Magic Realism and Experimental Fiction ; Mature works, I (1924-1927) ; Mature works, II (1928-1932) ; Modern Woolfian Fiction ; Narrative Ethics ; Narrative Futures of the Feminist Novel ; Oceans and Empire ; Private writings ; Queer Theory ; Stream of Consciousness ; The Academy and Publishing ; The Essays ; The Hogarth Press ; The Lyrical Mode of Translating ; The Natural world and the Anthopocene ; Time ; Traditions and Transformations ; Virginia Woolf ; Virginia Woolf, Filmmaker ; War and Peace ; Woolf and Education ; Woolf and Suffrage ; Woolf as Reviewer-Critic ; Woolf's Feminism ; Woolfian Afterlives ; Work","020291232","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBC1D2898","","9780191925320 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks online","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
"The Oxford handbook of Virginia Woolf","Handbook of Virginia Woolf ; Virginia Woolf","020234605","Monograph","Language material ; Still image ; Text","Volume","GBC197784","","9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks","","England","Oxford","Oxford University Press","2021","","1 volume, illustrations, 25 cm","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","",""
"The Oxford handbook of Virginia Woolf","Handbook of Virginia Woolf ; Virginia Woolf","020292123","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook)","GBC1D3789","","9780192539632 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
"The Pargiters : the novel-essay portion of 'The Years'","Years","011981608","Monograph","Language material ; Text","Volume","GB7721521","","9780701204358","Woolf, Virginia","1882-1941","person","author","Leaska, Mitchell Alexander, editor [person] ; Woolf, Virginia, 1882-1941 [person] ; Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth Press","1978","","xliv, 167 pages, 1 facsimile, 1 genealogical table, 23 cm","823.91","78/7131 ; X.989/52030","Fiction in English--1900---Texts","","English","",""
"The Paris review perspective","'A direction of one's own' : alienation in Mrs. Dalloway and Sula ; 'All taken together' : ecological form in Mrs. Dalloway ; 'The sane & the insane, side by side' : the object-relations of self-management in Mrs. Dalloway ; A dialogue in books : Virginia Woolf's Mrs. Dalloway and Michael Cunningham's The hours ; A-linear time and stream of consciousness ; Biography of Virginia Woolf ; From text to tableau : ekphrastic enchantment in Mrs. Dalloway and To the lighthouse ; Mrs. Dalloway : a study in composition ; Mrs. Dalloway : portrait of the artist as a middle-aged woman ; Mrs. Dalloway and the critics ; Mrs. Dalloway, by Virginia Woolf ; Mrs. Dalloway, the dictator, and the relativity paradox ; On Mrs. Dalloway ; Reinventing grief work : Virginia Woolf's feminist representations of mourning in Mrs. Dalloway and To the lighthouse ; The 'death of the soul' in Mrs. Dalloway ; The pseudo-homeric world of Mrs. Dalloway ; Virginia Woolf's Mrs. Dalloway : 'a well of tears'","016008428","Monograph","Language material ; Text","Volume","","","9781587658419","","","","","Robbins, Dorothy Dodge, editor [person]","Critical insights","","United States of America","Pasadena, California","Salem","2012","","xiii, 359 pages, 24 cm","823.912","YD.2012.a.2242","Psychological fiction, English--History and criticism ; Woolf, Virginia, 1882-1941 ; Married women in literature ; Stream of consciousness fiction, English--History and criticism","Aufsatzsammlung","English","",""
"The Roger Fry Memorial Exhibition : an address given by Virginia Woolf at the opening of the Roger Fry Memorial Exhibition ... July 12th, 1935","","003974272","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","Letchworth","Garden","1935","","111 pages, 19 cm","","Cup.501.aaa.38","Fry, Roger, 1866-1934","","English","Subsequently published as 'Roger Fry' in 'The moment, and other essays'",""
"The Transcendental and the Transitory in Virginia Woolf's Novels","","003328959","Monograph","Language material ; Text","Volume","","","","Segura, Celia","","person","","Segura, Celia [person]","","","","","","","","","","W.P.3124/4","Woolf, Virginia, 1882-1941","","English","",""
"The Victorian heritage of Virginia Woolf : the external world in her novels","","008128107","Monograph","Language material ; Text","Volume","","","9780937664735","Paul, Janis M.","1947-","person","author","Paul, Janis M., 1947-, author [person]","","","United States of America","Norman, Oklahoma","Pilgrim","1987","","ix, 217 pages, 24 cm","823.912","87/13526 ; YA.1989.b.3806","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Influence (Literary, artistic, etc.) ; Woolf, Virginia, 1882-1941--Knowledge and learning","","English","",""
"The Virginia Woolf daybook","Works. Selections","013760501","Monograph","Language material ; Text","Volume","GBA850189","","9780953886685","Woolf, Virginia","1882-1941","person","author","Virginia Woolf Society of Great Britain [organisation] ; Woolf, Virginia, 1882-1941, author [person] ; Barkway, Stephen, editor [person]","","","England","Southport","Virginia Woolf Society of Great Britain","2007","","xvi, 205 pages, illustrations, 22 cm","823.912","YK.2008.a.6053","Woolf, Virginia, 1882-1941--Quotations","Quotation or maxim","English","'First published on 25 January 2007 to celebrate the one hundred and twenty-fifth anniversary of Virginia Woolf's birth in a limited edition of 400 copies ...' -- t.p. verso",""
"The Visual Arts, Pictorialism, and the Novel : James, Lawrence, and Woolf","","016883618","Monograph","Language material ; Text","Volume","GBB5H2837","","9780691066448 ; 9780691611419","Torgovnick, Marianna","1949-","person","author","Torgovnick, Marianna, 1949-, author [person]","Princeton legacy library","","United States of America","Princeton","Princeton University Press","2014","","xii, 267 pages, 15 pages of plates, black and white illustrations, 24 cm","823.91209357","YC.2015.a.15180","Art and literature--Great Britain ; James, Henry, 1843-1916--Criticism and interpretation ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Art in literature ; English fiction--20th century--History and criticism","","English","Print on demand copy originally published: 1985",""
"The Voyage Out","","018515879","Monograph","Language material ; Text","Online resource","","","9781448139033","Woolf, Virginia","1882-1941","person","author","Spalding, Frances, writer [person] ; Wagner, Erica, writer [person] ; Woolf, Virginia, 1882-1941, author [person]","","","England ; United Kingdom","London","Vintage Digital","2012","","1 online resource (432 pages)","","ELD.DS.187907","Modern & contemporary fiction (post c 1945) ; FICTION / General","","English","",""
"The Woolf era","'It had grown into a machine': transcience of identity and the search for a room of one's own in Quicksand and Plum Bun: a Novel Without a Moral ; 'The Woolf sting': Sylvia Plath annotating Virginia Woolf ; 'The most amazing senses of her generation': colourist design in Katherine Mansfield's fiction ; An Irish woman poet's room: Eavan Boland's debt to Virginia Woolf ; Destabilizing life writings: narrative and temporal ruptures in The Woman Warrior, China Men, and Orlando ; Elizabeth Bowen and Virginia Woolf: the novelists' art ; Killing the angel and the monster: a comparative and postcolonial analysis of Jean Rhys' Wide Sargasso Sea and Virginia Woolf's The Voyage Out ; Looking through the window: reflections and refractions in Virginia Woolf's A Room of One's Own ; Mrs. Woolf and the critics ; Narrative forms and feminist (dis) contents: an intertextual reading of the prose of Toni Morrison and Virginia Woolf ; Parties, pins, and perspective: Eudora Welty, Virginia Woolf, and matrilinial inheritance ; Raced bodies, corporeal texts: narratives of home and self in Sandra Cisneros' The House on Mango Street ; Rebecca West: twentieth-century heretical humanist ; Spaciousness and subjectivity in Alice Walker's womanist prose: from Virginia Woolf's A Room of One's Own to a garden with 'Every color flower represented' ; Virginia Woolf and 20th century women writers ; Virginia Woolf and twentieth century women writers ; Writing was her fighting: Three Guineas as a pacifist response","017581469","Monograph","Language material ; Text","Volume","","","9781619254190","","","","","Artuso, Kathryn Stelmach, editor [person]","Critical insights","","United States of America","Ipswich, Massachusetts","EBSCO Information Services ; Salem","2014","First edition","xxxi, 324 pages, 24 cm","823.912","m15/.11614","English literature--Women authors--20th century--History and criticism ; Influence (Literary, artistic, etc.) ; Woolf, Virginia, 1882-1941--Influence ; Woolf, Virginia, 1882-1941--Criticism and interpretation","Criticsm and interpretation","English","",""
"The Years, etc","","003974302","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Corbeil","1948","","327 pages (8°)","","012635.b.60","","Fiction","English","",""
"The absent father : Virginia Woolf and Walter Pater","","009390361","Monograph","Language material ; Text","Volume","GB8026248","","9780300024012","Meisel, Perry","","person","author","Meisel, Perry, author [person]","","","England ; United States of America","London ; New Haven","Yale University Press","1980","","xxii, 249 pages, 22 cm","823.912","80/13260 ; X.989/88195","Aestheticism (Literature) ; Fiction in English--Woolf, Virginia--Influence of Pater, Walter ; Women and literature--England--History--20th century ; Woolf, Virginia, 1882-1941--Knowledge--Literature","","English","bibliography: p. xx-xxii. - Includes index",""
"The aesthetic construction of the female grotesque in Katherine Mansfield and Virginia Woolf : a study of the interplay of life and literature","","016004257","Monograph","Language material ; Text","Volume","GBB208917","","9780773415652","Rodríguez Salas, Gerardo","","person","author","Rodríguez Salas, Gerardo, author [person] ; Andres Cuevas, Isabel-Maria, 1979-, author [person]","","","United States of America","Lewiston, New York","Edwin Mellen","2011","","iv, 134 pages, 24 cm","823.91209","YC.2012.a.14696 ; m12/.10705","Grotesque in literature ; Cannibalism in literature ; Power (Social sciences) in literature ; Mansfield, Katherine, 1888-1923--Criticism and interpretation ; Sex role in literature ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Motherhood in literature","","English","",""
"The aesthetic venture : Virginia Woolf's poetics of the novel","","006335084","Monographic component part","Language material ; Text","Volume","","","9780391031753","Mittal, S. P. (Satya Pal)","1930-","person","author","Mittal, S. P. (Satya Pal), 1930-, author [person]","Ajanta series on aesthetics","4 [Ajanta series on aesthetics]","United States of America","Atlantic Highlands, New Jersey","Humanities Press","1985","","vii, 169 pages, 23 cm","","0785.460500","Woolf, Virginia, 1882-1941--Aesthetics ; Woolf, Virginia, 1882-1941--Technique ; Poetics ; Fiction--Technique","","English","bibliography: p [151] -164. - Includes index",""
"The aesthetic venture","","010010167","Monograph","Language material ; Text","Volume","","","","Mittal, S. P.","","person","author","Mittal, S. P., author [person]","Series on aesthetics","4 [Series on aesthetics]","India","Delhi","Ajanta","1985","","169 pages","","YA.1987.a.12991","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--1882-1941","","English","",""
"The annotated Mrs. Dalloway","Mrs. Dalloway","020235828","Monograph","Language material ; Still image ; Text","Volume","GBC199007","","9781631496769","","","","","Woolf, Virginia, 1882-1941 [person] ; Emre, Merve, editor [person]","","","United States of America","New York","Corporation ; Liveright","2021","","1 volume, colour illustrations, 24 cm","823.912","","Woolf, Virginia, 1882-1941 ; London (England)--Social life and customs--Fiction","Fiction","English","Additional physical form: ebook version. 9781631496776",""
"The annotated Mrs. Dalloway","Mrs. Dalloway","020237027","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook)","GBC1A0205","","9781631496776","","","","","Woolf, Virginia, 1882-1941 [person] ; Emre, Merve, editor [person]","","","United States of America","New York","Corporation ; Liveright","2021","","1 online resource, colour illustrations","823.912","","Woolf, Virginia, 1882-1941 ; London (England)--Social life and customs--Fiction","Fiction","English","Additional physical form: Print version. 9781631496769",""
"The appropriated voice : narrative authority in Conrad, Forster, and Woolf","","007218794","Monograph","Language material ; Text","Volume","","","9780472101603","London, Bette","","person","author","London, Bette, author [person]","","","United States of America","Ann Arbor","University of Michigan Press","1990","","viii, 196 pages","823.91209","90/18659 ; YC.1991.b.5002","Conrad, Joseph, 1857-1924 ; Narration (Rhetoric) ; Forster, E. M. (Edward Morgan), 1879-1970 ; Authority in literature ; Sex role in literature ; English fiction ; Modernism (Literature)--Great Britain ; Woolf, Virginia, 1882-1941 ; English fiction--20th century--History and criticism","","English","",""
"The artist, society & sexuality in Virginia Woolf's novels","","016005617","Monograph","Language material ; Text","Volume","GBB202729","","9780415512930","Ronchetti, Ann","","person","","Ronchetti, Ann [person]","Studies in major literary authors","","England","London","Routledge","2011","","xiii, 217 pages, 24 cm","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Artists in literature","","English","Originally published: New York; London: Routledge, 2004",""
"The artist, society, and sexuality in Virginia Woolf's novels","","010981931","Monograph","Language material ; Text","Volume","GBA4Z4254","","9780415970327","Ronchetti, Ann","","person","author","Ronchetti, Ann, author [person]","Studies in major literary authors","","England ; United States of America","London ; New York","Routledge","2004","","xiii, 217 pages, 24 cm","823.912","YC.2006.a.12944 ; m04/.35835","Social values in literature ; Woolf, Virginia, 1882-1941--Characters--Artists ; Woolf, Virginia, 1882-1941--Political and social views ; Woolf, Virginia, 1882-1941--Aesthetics ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Artists in literature ; Sex in literature","","English","",""
"The autobiographical novel of co-consciousness : Goncharov, Woolf, and Joyce","","008584253","Monograph","Language material ; Text","Volume","","","9780813013046","Diment, Galya","","person","author","Diment, Galya, author [person]","","","United States of America","Gainesville","Florida ; University Press","1994","","xiv, 199 pages, 24 cm","","94/24405 ; YC.1997.b.996","Split self in literature ; Point of view (Literature) ; Goncharov, Ivan Aleksandrovich, 1812-1891 ; Autobiographical fiction--History and criticism ; Woolf, Virginia, 1882-1941 ; Joyce, James, 1882-1941 ; Consciousness in literature ; English fiction--20th century--History and criticism","","English","",""
